T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
693.9138879	79	19	2	1	0.651581092	98.01087379	1.275646087	0.7134801187				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-693.9138879	0.651581092	-5117.42527210945	
691.3538879	79	19	2	1	0.6510852781	98.05297233	1.243828209	0.7031994611				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-691.3538879	0.6510852781	-5210.78494940812	
688.7938879	79	19	2	1	0.6505983537	98.09438661	1.212635385	0.6929780014				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-688.7938879	0.6505983537	-5305.9915192583	
686.2338879	79	19	2	1	0.6501201728	98.13512557	1.18205761	0.6828168249				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-686.2338879	0.6501201728	-5403.09981742478	
683.6738879	79	19	2	1	0.6496505934	98.17519794	1.152085074	0.6727169901				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-683.6738879	0.6496505934	-5502.16660966234	
681.1138879	79	19	2	1	0.6491894764	98.21461231	1.12270816	0.6626795286				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-681.1138879	0.6491894764	-5603.2483095621	
678.5538879	79	19	2	1	0.648736686	98.25337712	1.093917433	0.6527054461				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-678.5538879	0.648736686	-5706.40645119278	
675.9938879	79	19	2	1	0.6482920896	98.29150064	1.065703633	0.642795722				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-675.9938879	0.6482920896	-5811.70375282205	
673.4338879	79	19	2	1	0.6478555575	98.32899102	1.038057673	0.6329513106				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-673.4338879	0.6478555575	-5919.20404281551	
670.8738879	79	19	2	1	0.6474269628	98.36585623	1.010970629	0.6231731407				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-670.8738879	0.6474269628	-6028.97270524739	
668.3138879	79	19	2	1	0.6470061812	98.40210415	0.9844337342	0.6134621167				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-668.3138879	0.6470061812	-6141.08045219153	
665.7538879	79	19	2	1	0.6465930914	98.43774251	0.9584383752	0.6038191181				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-665.7538879	0.6465930914	-6255.59883584219	
663.1938879	79	19	2	1	0.6461875743	98.47277891	0.9329760854	0.5942450005				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-663.1938879	0.6461875743	-6372.59983448017	
660.6338879	79	19	2	1	0.6457895133	98.50722086	0.9080385403	0.5847405956				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-660.6338879	0.6457895133	-6492.16079752274	
658.0738879	79	19	2	1	0.6453987942	98.54107574	0.8836175524	0.5753067112				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-658.0738879	0.6453987942	-6614.36174086152	
655.5138879	79	19	2	1	0.6450153051	98.5743508	0.8597050667	0.5659441322				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-655.5138879	0.6450153051	-6739.28536925825	
652.9538879	79	19	2	1	0.6446389363	98.60705322	0.8362931561	0.55665362				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-652.9538879	0.6446389363	-6867.01613273636	
650.3938879	79	19	2	1	0.6442695801	98.63919007	0.8133740169	0.5474359134				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-650.3938879	0.6442695801	-6997.64110753235	
647.8338879	79	19	2	1	0.6439071308	98.67076831	0.790939965	0.5382917286				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-647.8338879	0.6439071308	-7131.25189380919	
645.2738879	79	19	2	1	0.6435514847	98.70179481	0.7689834319	0.5292217593				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-645.2738879	0.6435514847	-7267.94495487402	
642.7138879	79	19	2	1	0.6432025401	98.73227636	0.7474969608	0.5202266771				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-642.7138879	0.6432025401	-7407.81976004726	
640.1538879	79	19	2	1	0.6428601971	98.76221967	0.7264732033	0.5113071316				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-640.1538879	0.6428601971	-7550.97429431282	
637.5938879	79	19	2	1	0.6425243572	98.79163133	0.7059049156	0.5024637508				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-637.5938879	0.6425243572	-7697.51752912217	
635.0338879	79	19	2	1	0.6421949242	98.8205179	0.6857849555	0.4936971408				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-635.0338879	0.6421949242	-7847.55854957501	
632.4738879	79	19	2	1	0.6418718029	98.84888583	0.6661062789	0.4850078867				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-632.4738879	0.6418718029	-8001.2105693131	
629.9138879	79	19	2	1	0.6415549002	98.87674151	0.6468619374	0.4763965521				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-629.9138879	0.6415549002	-8158.59540213834	
627.3538879	79	19	2	1	0.6412441243	98.90409125	0.6280450749	0.4678636797				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-627.3538879	0.6412441243	-8319.83239244549	
624.7938879	79	19	2	1	0.6409393848	98.93094128	0.6096489249	0.4594097913				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-624.7938879	0.6409393848	-8485.05073364479	
622.2338879	79	19	2	1	0.6406405929	98.9572978	0.5916668082	0.4510353879				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-622.2338879	0.6406405929	-8654.38298040724	
619.6738879	79	19	2	1	0.640347661	98.98316692	0.5740921302	0.4427409502				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-619.6738879	0.640347661	-8827.96558334083	
617.1138879	79	19	2	1	0.6400605029	99.00855468	0.5569183783	0.434526938				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-617.1138879	0.6400605029	-9005.9462902437	
614.5538879	79	19	2	1	0.6397790339	99.03346709	0.5401391201	0.4263937913				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-614.5538879	0.6397790339	-9188.47024630228	
611.9938879	79	19	2	1	0.6395031701	99.05791007	0.5237480006	0.4183419296				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-611.9938879	0.6395031701	-9375.69381391373	
609.4338879	79	19	2	1	0.6392328293	99.08188951	0.5077387409	0.4103717526				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-609.4338879	0.6392328293	-9567.78178140095	
606.8738879	79	19	2	1	0.6389679302	99.10541122	0.4921051355	0.4024836399				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-606.8738879	0.6389679302	-9764.89507307813	
604.3138879	79	19	2	1	0.6387083925	99.128481	0.4768410507	0.3946779514				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-604.3138879	0.6387083925	-9967.21159787792	
601.7538879	79	19	2	1	0.6384541373	99.15110455	0.4619404228	0.3869550274				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-601.7538879	0.6384541373	-10174.915625299	
599.1938879	79	19	2	1	0.6382050866	99.17328755	0.4473972566	0.3793151886				43.36164434	51.06106018	5.577295482	43.66113616	54.84131265	1.497551188				-599.1938879	0.6382050866	-10388.1950092213	
