T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	w(AL@ALCULI_TB)	w(CU@ALCULI_TB)	w(LI@ALCULI_TB)	w(AL@ALCULI_T1)	w(CU@ALCULI_T1)	w(LI@ALCULI_T1)	w(AL@ALCULI_T2)	w(CU@ALCULI_T2)	w(LI@ALCULI_T2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
729.1830741	92	7	1	1	0.900355	97.35600619	1.783496787	0.8604970279				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-729.1830741	0.900355	-2925.00005243756	
726.6230741	92	7	1	1	0.8994875333	97.40854978	1.741923292	0.8495269273				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-726.6230741	0.8994875333	-2978.17481558743	
724.0630741	92	7	1	1	0.8986355475	97.46026425	1.701137714	0.8385980319				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-724.0630741	0.8986355475	-3032.26661335199	
721.5030741	92	7	1	1	0.8977987541	97.5111618	1.661126345	0.8277118571				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-721.5030741	0.8977987541	-3087.30099570789	
718.9430741	92	7	1	1	0.8969768729	97.5612543	1.621875819	0.8168698825				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-718.9430741	0.8969768729	-3143.30463154493	
716.3830741	92	7	1	1	0.896169632	97.61055334	1.583373103	0.806073553				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-716.3830741	0.896169632	-3200.3046121341	
713.8230741	92	7	1	1	0.8953767669	97.65907024	1.54560548	0.7953242793				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-713.8230741	0.8953767669	-3258.32910750795	
711.2630741	92	7	1	1	0.8945980208	97.70681602	1.508560538	0.7846234389				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-711.2630741	0.8945980208	-3317.40740475732	
708.7030741	92	7	1	1	0.8938331438	97.75380147	1.472226158	0.7739723767				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-708.7030741	0.8938331438	-3377.56916308175	
706.1430741	92	7	1	1	0.8930818928	97.8000371	1.436590499	0.7633724059				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-706.1430741	0.8930818928	-3438.84559352282	
703.5830741	92	7	1	1	0.8923440313	97.8455332	1.401641991	0.7528248082				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-703.5830741	0.8923440313	-3501.26881229759	
701.0230741	92	7	1	1	0.891619329	97.89029984	1.36736932	0.742330835				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-701.0230741	0.891619329	-3564.87131254441	
698.4630741	92	7	1	1	0.8909075614	97.93434687	1.333761422	0.7318917076				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-698.4630741	0.8909075614	-3629.68768179958	
695.9030741	92	7	1	1	0.8902085101	97.97768391	1.300807471	0.7215086179				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-695.9030741	0.8902085101	-3695.75297991806	
693.3430741	92	7	1	1	0.8895219618	98.0203204	1.268496869	0.711182729				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-693.3430741	0.8895219618	-3763.1031397066	
690.7830741	92	7	1	1	0.8888477087	98.06226559	1.236819238	0.7009151755				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-690.7830741	0.8888477087	-3831.77639289257	
688.2230741	92	7	1	1	0.8881855481	98.10352852	1.205764414	0.6907070643				43.66113616	54.84131265	1.497551188	43.36164434	51.06106018	5.577295482							-688.2230741	0.8881855481	-3901.81117057042	
